plant,soil,temperature,humidity,rainfall,season,suitable
aloe_vera,sandy,18.370137551237043,35.1254569900852,216.26230400326943,monsoon,0
bael,clay,19.031823983902626,43.74486469914504,78.01672890084473,summer,0
lemongrass,sandy,42.50408324207498,56.92264562279844,144.52593273022416,winter,1
lemongrass,clay,33.57052631544692,72.44511429504784,114.80131988901506,summer,1
tulsi,loamy,17.55965205274748,84.64722224068423,45.05921468745416,monsoon,1
turmeric,loamy,41.892447807492445,75.70604196992142,236.87828401926032,winter,0
lemongrass,loamy,18.616189721961863,55.28279145825851,45.56945098242221,monsoon,0
giloy,sandy,24.592843579890037,36.977325085097085,35.68331612407637,monsoon,1
tulsi,clay,22.518919074933926,49.62580345410128,33.86550181718196,summer,0
aloe_vera,sandy,31.804345067495206,79.94280907707821,69.94416064683847,monsoon,1
lemongrass,sandy,38.65884862175827,46.92740554598839,87.75286969403147,summer,1
bael,sandy,32.47341948585344,69.78467290152665,72.12848450246368,summer,1
tulsi,clay,27.438667887897974,70.51690237276071,207.90691589809822,winter,0
giloy,loamy,12.741434970902734,21.56611213592423,146.7315235090261,monsoon,1
neem,clay,35.52968696357378,46.17437211999855,182.8588469528956,summer,0
brahmi,clay,23.95059641221001,20.929365437881312,130.03397063570014,monsoon,0
neem,sandy,44.55276960951188,54.13939872189314,79.6484691862258,monsoon,1
lemongrass,loamy,19.229964498056024,24.476604571300857,120.88821029209952,monsoon,1
brahmi,sandy,14.94530570193372,73.0183190615282,164.849969854045,winter,1
aloe_vera,clay,43.45881956354598,72.6081759340155,223.79987554579452,summer,0
neem,sandy,40.78172963328117,83.80622139809262,25.278563877143625,summer,1
amla,loamy,38.67377434116098,62.73630652075484,188.6727016314517,winter,1
tulsi,clay,44.49570292461466,42.50839279073824,98.7200352303585,summer,0
lemongrass,loamy,11.582228091585074,31.732971304001627,70.25557519719334,summer,1
brahmi,sandy,12.05425642006523,53.489674741610855,137.48322794318236,winter,0
turmeric,clay,33.06281146374721,37.44557008172739,238.43326531053353,monsoon,1
bael,loamy,10.946530656672746,86.8024799286822,160.9089917493716,monsoon,0
turmeric,sandy,21.351877752161364,30.351727172550653,235.23906538954085,summer,0
giloy,loamy,32.61005966104709,49.40262623624996,180.6448036306917,monsoon,1
turmeric,sandy,32.957109612914365,37.90926022737446,128.3178942225636,monsoon,1
giloy,sandy,41.13070883763341,58.692988380775994,90.6701053271014,summer,0
neem,loamy,37.58254833086605,54.69204646234159,207.30930018451016,monsoon,1
ashwagandha,sandy,25.408807401969312,56.30276599897882,229.5702776730974,monsoon,1
bael,clay,19.413283195035667,37.83715983891488,239.46283454026877,summer,0
turmeric,loamy,23.549337466395833,26.400941497591717,144.04539526734692,winter,0
aloe_vera,sandy,14.804438612588715,39.261711913246984,134.56265490801258,summer,0
tulsi,loamy,24.14540325833512,85.07794300445914,25.06440291485393,winter,1
giloy,sandy,42.5634609514479,52.998803150302784,98.98466867581566,summer,0
neem,sandy,37.36216546191294,30.769807552614346,169.4409874886569,winter,1
amla,loamy,30.493605819783916,44.55805900889823,153.43862766498106,summer,1
tulsi,clay,23.223004489147822,42.996288746008815,200.9439893972701,winter,0
tulsi,sandy,26.206555137539148,37.14645351073841,19.095181261005678,winter,0
lemongrass,clay,29.221066183225233,24.066126687665466,228.8678006624261,winter,1
turmeric,loamy,11.437967515668777,75.84443798449338,198.481477974752,winter,0
aloe_vera,loamy,16.126621012567643,41.24218345336142,233.16205113664594,summer,0
aloe_vera,sandy,17.59047098298111,59.76455129761945,246.72035877496387,summer,0
brahmi,loamy,24.437989618047478,84.65416300016464,138.6260721767784,monsoon,1
turmeric,loamy,32.35184497974193,31.82657450526336,109.67970293174923,monsoon,1
ashwagandha,clay,15.383281907718148,33.080285308791076,241.58472666519077,winter,0
giloy,sandy,13.712092957666648,32.021569083703625,32.117112323423676,monsoon,1
ashwagandha,sandy,39.19466662861156,81.78375456137636,218.8413572255157,monsoon,1
turmeric,loamy,17.629395386816604,89.55147408505823,19.13275111738691,monsoon,1
aloe_vera,clay,10.949822651323627,38.791649794118364,238.3086618836247,winter,0
aloe_vera,loamy,15.462093292904871,87.71634806859251,239.41781691365168,winter,0
turmeric,clay,14.982595546950499,22.62468525869146,247.2283023328491,summer,0
neem,loamy,37.702616024429744,36.172855989188356,196.20369802545235,summer,1
giloy,loamy,11.362250079484186,62.43984205829309,105.76648484119073,summer,0
aloe_vera,loamy,25.676282129098897,55.72908942938545,192.59368918491796,winter,0
bael,loamy,44.02979626629356,73.59146394268403,192.57403081452443,summer,1
tulsi,sandy,27.876919623539415,67.34068054249657,232.98331018816418,winter,0
turmeric,sandy,29.118942381045578,72.98207011195366,117.86791246365156,summer,0
brahmi,clay,43.618960404436905,22.040945702164983,218.98094552252118,summer,0
bael,clay,11.26812826979078,66.35599070064262,41.30960875456134,monsoon,0
amla,sandy,21.46796338518481,56.800578988735055,36.78776293170938,monsoon,0
brahmi,sandy,25.331203496209422,76.0998768642454,183.9918506435908,monsoon,1
neem,clay,19.876980282327967,51.046481394487614,16.018851813499673,winter,0
giloy,clay,26.551611705190822,59.87971020909879,158.97454499784203,summer,0
aloe_vera,sandy,24.419290595183384,54.2703738684255,212.87006411757352,summer,0
aloe_vera,sandy,43.20703872912689,65.89705001188076,206.15324537864035,monsoon,0
turmeric,clay,10.50734790357383,59.01448909120031,13.869939069228066,monsoon,1
giloy,sandy,25.51224215409833,49.70994688953998,144.6223198817172,monsoon,1
lemongrass,sandy,21.18187911817718,41.39347163669444,134.05919788332778,summer,1
aloe_vera,loamy,23.664034650284652,57.87823688226206,188.3097255352699,monsoon,0
ashwagandha,sandy,35.933406065676884,22.21280863575678,55.75517795204283,summer,1
neem,sandy,40.3807110721528,21.14154012666247,57.676808754421806,winter,1
amla,loamy,38.18937268534022,83.17206330263598,205.71332004980172,monsoon,1
giloy,loamy,26.24567812880668,84.51369709473404,157.10672445120997,winter,0
amla,clay,10.731743143912407,35.42530356058069,236.08226081747455,monsoon,0
giloy,clay,22.794384329432795,26.491498107533126,154.11911291374258,monsoon,1
tulsi,clay,44.43449204563241,60.49426858203206,32.27402836420726,winter,0
amla,sandy,39.779236267041014,67.2280014609915,139.7358792245334,monsoon,0
brahmi,sandy,21.59783932896476,33.20085315182761,242.04129116656057,summer,0
neem,loamy,38.26937035866197,29.525350053117336,154.9216342930218,winter,1
tulsi,loamy,25.277599968846122,85.94263153563617,19.499567464949152,monsoon,1
ashwagandha,clay,40.781299410999786,24.97599006386985,46.91183363277668,monsoon,0
tulsi,loamy,43.024648962466756,30.59004039222397,74.79911305691036,monsoon,0
amla,sandy,36.5469019268544,82.88453733325517,193.5166173491745,winter,0
tulsi,loamy,37.27597468178492,76.50542178181509,72.69280764036333,monsoon,1
lemongrass,sandy,23.983589166198154,55.87464840148729,116.00599249306448,summer,1
ashwagandha,clay,23.88374549848146,64.9662613313138,247.42900515605277,monsoon,0
giloy,loamy,31.043869504846242,23.64028800200943,181.90567935429863,winter,0
giloy,sandy,35.5168316041614,89.4624219914263,215.13897379231116,monsoon,1
bael,loamy,11.630953251797875,89.44180476562191,171.26336484131625,summer,0
brahmi,clay,41.358373850999484,71.87133010857417,247.233506166704,summer,1
aloe_vera,loamy,34.09519511679389,73.83760372911868,67.36839480111622,winter,1
turmeric,clay,43.069549052443996,83.99586403869105,185.6046867332394,summer,0
neem,loamy,25.55380046894583,31.49766680202203,244.7958781810511,summer,1
aloe_vera,sandy,41.32912811133352,34.64749885779405,15.370152956181622,winter,1
amla,sandy,30.26947871292039,86.61043898586077,36.385317089710306,summer,0
lemongrass,loamy,34.458783080655266,56.63576418563099,170.16728787903816,monsoon,1
amla,sandy,26.409017968481603,39.00737479191724,11.025917776643697,summer,0
bael,loamy,13.343828615835404,77.39354951109414,204.02623519800449,winter,0
bael,loamy,35.80361392050603,21.004480665812377,64.94892781897991,winter,1
tulsi,clay,29.929503384610346,42.93457537966143,65.76977880907363,summer,0
bael,clay,38.06622145075244,87.2186038047486,62.01830945206338,summer,1
tulsi,sandy,21.162765035336797,89.52923293809835,32.5593590125448,summer,0
neem,sandy,17.158976409462934,33.84100339871071,178.57297491118607,winter,0
amla,clay,12.402538100586227,65.34141787281987,135.58366414163024,monsoon,0
giloy,clay,25.699545056277564,65.48299654591005,103.96678069395682,winter,0
giloy,sandy,36.276871012132816,74.3949638919118,137.712988780503,winter,0
brahmi,sandy,28.566983661461972,22.162422036736523,151.48826503006754,summer,0
bael,loamy,33.09078643419585,56.88515046869853,91.64514069293031,summer,1
bael,loamy,12.297090198708414,42.03684885245193,33.11943665132273,summer,0
giloy,loamy,11.639669525206614,75.08855038928324,211.03031024423473,summer,0
amla,sandy,27.444474545774973,83.04361686775216,73.22835850931303,summer,0
aloe_vera,sandy,41.947090263338076,31.605169467616186,195.94076264274997,summer,0
neem,clay,14.148874761290767,39.0917744424804,125.3944450430254,winter,0
neem,sandy,23.957833085339534,62.54486708530741,14.813198682437498,summer,1
tulsi,clay,19.57785796419111,20.253265542645657,71.47391484308729,summer,0
tulsi,clay,37.057843984282414,58.081412155016324,63.19284021712356,monsoon,0
lemongrass,loamy,37.49251537382752,51.73501774013083,239.6243691089723,winter,1
ashwagandha,clay,22.32787387646131,54.70866963205918,231.77446705013682,summer,0
neem,sandy,16.97376281647699,68.70305678272211,45.98616348462916,summer,0
aloe_vera,sandy,15.484841674002993,68.69649149766,148.90407823920032,monsoon,0
ashwagandha,sandy,21.85981674457367,85.97437649012008,247.69006997248923,monsoon,1
giloy,sandy,28.67279084095126,57.39358100125674,27.07283909198873,summer,0
tulsi,loamy,15.971051952111115,47.311422712742925,246.2899810845656,monsoon,1
amla,sandy,34.44802982373339,78.99851689150931,42.052132070706975,monsoon,0
turmeric,sandy,24.358168424259592,81.04758290545185,209.0244824844205,summer,0
aloe_vera,loamy,24.905762139128026,81.29507148375049,26.38160264686376,summer,1
lemongrass,sandy,37.18235279332618,62.14327295174114,230.23804376233696,summer,1
giloy,clay,15.734547199855204,31.890714723675444,199.7013433343218,summer,0
turmeric,loamy,37.72771798480192,87.30270118683833,29.875987847460728,winter,0
brahmi,sandy,21.890538561427405,47.56461353909831,61.50486356908752,monsoon,0
ashwagandha,sandy,27.778495863433392,65.5137929551905,204.01223120786787,monsoon,1
tulsi,sandy,32.2590281835705,31.568512286627616,135.21156180260294,monsoon,0
turmeric,sandy,27.710404921801484,27.833883040195364,187.83436106649316,summer,0
amla,loamy,10.374893116534416,38.288435826924626,32.2416928880045,winter,1
amla,sandy,25.712259687423497,87.32935785645394,37.37660466114302,winter,0
ashwagandha,loamy,40.27003425976436,76.93497999355142,16.90534301459749,monsoon,0
brahmi,loamy,24.94293916108837,65.21516903822621,23.92208895263307,winter,1
giloy,clay,18.40538811275078,28.312351809842845,144.87572788545006,winter,0
tulsi,clay,38.95926970542954,86.72526404833893,127.67815218004839,monsoon,0
turmeric,loamy,17.713995684497366,72.81392116657456,228.282337438255,winter,0
brahmi,loamy,18.87756099287345,46.29917257545109,15.08651730551513,summer,0
tulsi,clay,20.161000217810326,57.10220050463665,82.3612397504924,summer,0
amla,clay,31.178804171056793,46.36470523570671,240.20650076767635,winter,0
brahmi,loamy,42.33601172609581,24.689863608842263,20.12846870483969,summer,0
neem,clay,17.82110142224421,35.61686419513545,22.707773887547596,monsoon,0
amla,sandy,28.814473837570414,62.883445183940474,41.35513181472916,monsoon,0
bael,clay,10.057573179912144,53.2590464656453,246.27010447361283,summer,0
lemongrass,sandy,23.45905767560889,26.712379093371265,201.29180067081728,monsoon,1
brahmi,sandy,13.02430868795937,87.53719244169888,206.4378705844206,winter,1
brahmi,loamy,44.03512091241703,35.90071424329649,22.688124377238257,summer,0
lemongrass,sandy,19.68585351391586,35.82780689351852,72.22675052897785,summer,1
brahmi,clay,23.381449654028255,76.56151563732817,114.09280758947665,summer,1
bael,sandy,10.777623828163456,51.571374383015694,156.26268112368436,summer,0
amla,clay,31.732086841206822,27.517802419386413,222.6327738736974,winter,0
lemongrass,clay,20.41352489818139,38.52989032136219,166.31039867309352,summer,1
aloe_vera,loamy,32.44346094349143,74.43416171917937,101.52533939054969,summer,0
ashwagandha,clay,21.28533068038265,57.674634891302574,61.47460822879204,winter,0
tulsi,clay,17.72297038302907,55.86346554570333,25.568736900760882,winter,0
ashwagandha,clay,19.051233841209207,44.94378628622151,186.1563907012649,summer,0
aloe_vera,clay,12.084370290626556,32.346080452821326,111.36983039527388,monsoon,0
tulsi,loamy,34.377110908261514,58.37640391538761,42.669096160318915,summer,1
giloy,clay,17.461678737556834,89.78345429224977,50.76876951175481,monsoon,1
amla,loamy,15.182417231755686,20.676205470826176,10.641787657716106,summer,1
ashwagandha,clay,17.53972716355478,27.250048697829968,17.82092340376792,winter,0
aloe_vera,sandy,37.16599258403204,79.68375185203902,67.93664301412045,summer,1
giloy,sandy,43.05143840255914,29.394107173898192,168.33175131797393,summer,0
ashwagandha,sandy,19.963805871782434,35.83125972589849,38.73090688687548,monsoon,1
amla,loamy,36.641801879413094,44.6584414636788,132.7143681869215,summer,1
amla,loamy,25.139673670944735,38.05019123960973,50.32454125466563,summer,1
brahmi,loamy,11.80004687462911,61.87059960235941,241.59185357233474,monsoon,1
brahmi,clay,27.400075208425243,89.22453167759168,204.9974607182796,monsoon,1
ashwagandha,sandy,38.84336399988658,45.46415719573754,172.3385140565748,monsoon,1
tulsi,clay,16.38939594411285,48.581880420789496,47.415511904443825,winter,0
aloe_vera,clay,11.726002844630534,75.46263418995163,137.15406629227834,monsoon,0
lemongrass,sandy,25.451041069649442,53.03699284674128,26.193827493905324,monsoon,0
neem,sandy,23.08990834884901,89.39067649255145,157.46472895490376,monsoon,1
bael,clay,16.058824955383777,74.42237367304844,150.44675274166877,winter,0
ashwagandha,clay,23.216384367272248,87.4916533663852,159.4147132235954,summer,0
aloe_vera,clay,21.515516575031455,46.953064918062694,61.2263494744393,summer,1
aloe_vera,sandy,33.70553949777007,45.82672157579157,116.19697148646226,winter,0
brahmi,loamy,16.010040675765026,79.98490981680276,89.02302622347332,summer,1
bael,sandy,16.90424507065571,64.2650702457328,68.63674391555475,monsoon,0
tulsi,clay,33.65219062569359,38.193524577523405,130.50516733212106,summer,0
amla,sandy,22.133449784269665,46.205687812089195,123.02480269880894,summer,0
turmeric,loamy,10.122350579613142,46.42248252854539,76.79847908854639,winter,0
giloy,loamy,38.2888845978142,66.4585601213993,81.73269195380091,winter,0
amla,clay,20.110329383161663,24.354282055837302,106.91930678583351,summer,0
ashwagandha,sandy,31.49496655698171,54.905395535010804,14.453910484211008,monsoon,1
turmeric,loamy,11.058069335213169,46.98779816551681,195.86090292421946,winter,0
aloe_vera,loamy,11.629506519328409,30.453343756658168,51.04104049204856,summer,1
bael,loamy,14.998021783214922,38.621172351833316,131.68945550433045,winter,0
lemongrass,sandy,22.88300858914912,31.256947098881795,202.69963001287084,summer,1
turmeric,clay,31.618057813420872,40.94097480916371,180.2438750798995,winter,0
neem,sandy,30.704331027619336,29.870161911520007,221.33620300218666,summer,1
turmeric,loamy,33.68611290647604,43.60586461025591,101.86666860471564,summer,0
bael,loamy,21.798446988107635,50.323505610290965,232.61370468566108,winter,0
lemongrass,loamy,30.482536274097054,33.00923915364996,55.4350949497301,summer,0
amla,clay,14.157499550235862,37.141775453597155,162.31004903631785,winter,0
lemongrass,clay,15.840231953255191,60.31122307947556,85.17222650504681,summer,1
brahmi,loamy,37.40042610242373,57.261484823060854,207.41192988748722,summer,0
bael,sandy,12.005442281987246,37.20290638458013,239.76918094309772,monsoon,0
brahmi,sandy,10.860124013667916,57.02538956924768,74.25398355799062,monsoon,0
ashwagandha,clay,42.775620392513744,31.756721599301066,130.77009303128102,summer,0
amla,loamy,19.68687434636599,64.33006251363278,128.50999645865525,winter,1
turmeric,sandy,23.69751807573149,44.193627282953805,94.20825992578399,summer,0
amla,sandy,31.672559059471528,55.67799863902391,178.6439569117085,monsoon,0
bael,sandy,41.33432906811149,78.74446500703408,144.80173971003398,monsoon,1
ashwagandha,sandy,25.05712291338883,33.00630738883381,46.604860996083836,winter,1
amla,sandy,18.106942101317657,83.22652023624497,128.04746193411282,monsoon,0
bael,clay,20.048095963021765,83.51254047755393,20.528373108387186,summer,0
tulsi,sandy,42.68454622714091,85.80549103462756,39.33932680311554,monsoon,0
aloe_vera,clay,44.928587492042126,26.288486496710988,216.73077483454372,monsoon,0
lemongrass,loamy,36.12001342463,36.09518666865951,52.6517942089317,summer,0
lemongrass,sandy,11.91212026099831,53.76626388044077,164.77101579206632,summer,1
bael,loamy,26.752621792005115,28.702038018933642,167.7790211593504,summer,1
giloy,clay,36.10749872189161,55.575578546365215,162.34114449249512,summer,0
tulsi,sandy,24.292323701889863,62.935197418492955,33.948818190810385,monsoon,0
bael,clay,31.003720123243728,21.374477320649376,134.65174270084674,monsoon,1
giloy,sandy,14.321992179202569,78.80605419651907,220.13959722624193,monsoon,1
tulsi,loamy,14.301270488381288,54.53787897325155,174.21977152161827,monsoon,1
tulsi,sandy,43.99335469609655,35.71167712506135,223.3529374297303,winter,0
giloy,loamy,44.15807106756222,29.57917553590175,117.27964937856657,monsoon,1
neem,clay,15.681894790070308,61.06174197847442,169.55526478585318,monsoon,0
giloy,clay,40.57836098631385,22.970158041429656,231.61356539492823,monsoon,1
ashwagandha,clay,23.326205445557378,82.23531039229925,57.4593022114421,summer,0
brahmi,loamy,25.661071516359033,35.627202699772326,39.81442709145072,winter,0
aloe_vera,loamy,22.672808378471544,61.694311927389855,239.61038560319503,monsoon,0
lemongrass,clay,42.12454748940363,81.47190551975075,249.6918825590193,summer,1
aloe_vera,clay,25.31501212590299,43.91987621858402,73.30076658394684,monsoon,1
bael,loamy,25.530690128357023,76.33391198602857,161.9579299746574,monsoon,1
brahmi,sandy,14.825566397521744,81.71886201644739,90.36208333472705,summer,1
giloy,loamy,40.97837582613079,48.44517561314038,52.35246729392763,summer,0
aloe_vera,loamy,18.81845767348951,78.57547700812238,85.4542694150841,summer,1
tulsi,loamy,12.879463609222682,56.4325128162782,73.14091310341179,summer,1
brahmi,loamy,25.683881600112294,22.250726148521526,108.14639520330765,summer,0
lemongrass,loamy,19.835068691011063,62.29837940810415,44.13109012254771,monsoon,0
aloe_vera,loamy,13.576830100246855,72.48941421699851,183.9165883165176,winter,0
brahmi,sandy,29.194290089565733,88.44294326326983,232.18498383220975,monsoon,1
brahmi,sandy,11.987400206544184,32.04637540407353,234.45095535164856,summer,0
brahmi,loamy,27.254183049638435,39.42445873699864,166.92098701435265,summer,0
tulsi,sandy,17.22871500820484,85.34227852090088,67.95511726836756,summer,0
neem,clay,35.06910091595181,89.92810176177831,106.01361905671699,summer,0
giloy,clay,34.739812592196955,70.10351522409545,110.29942609094024,summer,0
lemongrass,clay,13.511067737770128,89.69349896498882,220.89918718613876,monsoon,1
bael,clay,12.20198638933491,41.87449355556714,139.80087575405264,monsoon,0
bael,clay,30.698966420466945,56.71183138989947,238.8777752311848,monsoon,1
ashwagandha,sandy,35.8317659775344,31.924243084588902,209.71149772522978,summer,1
tulsi,sandy,32.85680285498736,40.61771676905961,146.88262816976328,winter,0
turmeric,clay,37.79515824746998,29.74417882587546,191.87790064800632,summer,0
aloe_vera,loamy,34.379542937290566,24.225690442223822,105.85375228214546,monsoon,0
giloy,sandy,31.336988931801034,83.10679278208369,77.04039995652384,winter,0
brahmi,loamy,26.082198762957706,89.12167604184131,226.38895091499478,monsoon,1
amla,sandy,11.043576131569369,51.49540071317794,173.01321381005164,winter,0
turmeric,loamy,32.694947587499065,49.675984037494814,95.28919708293823,monsoon,1
tulsi,loamy,42.624356540811284,86.22954193848014,155.10854298341513,summer,1
aloe_vera,loamy,24.23867421848493,46.46150320649329,212.09317652726946,winter,0
ashwagandha,sandy,41.180951085039524,42.810015733811454,61.179538238078194,winter,1
bael,sandy,19.084545121602712,79.39631663014805,229.8470574198033,monsoon,0
amla,loamy,20.8582389401069,25.33480583805777,105.46377209190643,winter,1
turmeric,clay,21.943949708931093,64.12391150569209,128.49012895455508,winter,0
ashwagandha,sandy,21.197108751437902,35.94454602455524,100.52511618636781,monsoon,1
turmeric,clay,18.38596510427739,76.06195460415523,19.754013225373576,summer,0
giloy,sandy,40.58521620144757,32.352385669933625,209.1018395133373,monsoon,1
amla,sandy,17.369077506079584,56.93685984960929,154.05055319362128,monsoon,0
brahmi,clay,26.27116091576311,51.71741927264593,25.096513232164035,summer,0
brahmi,sandy,35.14202725300453,48.11702640513505,57.93405143762622,summer,0
tulsi,sandy,39.354775395424255,56.632509821444685,42.1237553822828,monsoon,0
brahmi,loamy,41.54644317176509,56.33652009368302,109.82161404643465,summer,0
tulsi,sandy,23.18728500363475,47.09428663969595,27.94779126060737,winter,0
neem,loamy,15.334128732202473,59.625836734077055,138.61878316395843,monsoon,0
bael,clay,19.48640498692465,56.59377727820653,49.51474226160917,winter,0
brahmi,sandy,10.85106307337219,20.495628733677417,24.015719723168687,summer,0
giloy,loamy,42.03875016885119,58.358464779756126,58.54110194187355,winter,0
lemongrass,loamy,31.01283850958274,37.389188560534436,206.84449471186846,monsoon,1
lemongrass,loamy,44.5340065189389,76.43966116543433,74.94530747307532,winter,1
lemongrass,clay,16.27842756379362,31.15346541762866,215.46688329846538,winter,1
tulsi,clay,20.96183051132986,78.35298582498041,76.52102266571403,monsoon,0
brahmi,clay,24.725585857723168,82.76497545814831,61.160385978208105,summer,1
ashwagandha,sandy,26.872554567753532,29.372405521850794,195.00095550662624,winter,1
turmeric,sandy,11.536705705116177,63.678454834946585,151.89215677177833,winter,0
giloy,loamy,20.65704349653147,66.78325590824713,167.1709690844987,summer,0
brahmi,clay,44.38175785517828,27.130863547539153,138.63756296542056,monsoon,0
turmeric,clay,34.07898785103316,39.082766621714214,115.00794204720935,summer,0
bael,loamy,41.924570158469905,54.18190623865357,138.04434349043757,monsoon,1
brahmi,sandy,29.18207995881236,61.753197929591195,193.39470027794943,summer,1
bael,sandy,33.14687131876154,71.61553854389055,106.28104810936514,winter,1
ashwagandha,sandy,33.71303731961489,39.76316268844583,62.921581984094686,summer,1
lemongrass,clay,20.707580449873202,87.04984845509374,30.012198538707537,summer,0
aloe_vera,loamy,31.544240029645096,41.085606419453434,159.59104220951608,monsoon,0
bael,loamy,20.055737671187757,41.66871500001069,173.4175494855961,summer,0
ashwagandha,sandy,16.955056934720297,68.34660399648564,194.9553279191136,summer,1
brahmi,loamy,15.911717723330051,72.01566171319632,22.988728538852882,winter,1
turmeric,loamy,19.734652631853162,61.893058288387074,239.5539380909901,winter,0
brahmi,clay,38.63005702468787,54.90274652764379,175.2206582945408,summer,0
brahmi,sandy,42.64706110175019,81.58212179802706,177.6313702087536,summer,1
ashwagandha,clay,32.47187423300841,87.9203205996613,162.5230850571684,monsoon,0
amla,loamy,29.963202869381938,84.15032054538287,24.180355374463602,monsoon,1
lemongrass,sandy,30.238671688906685,65.92485120173006,189.80211759833324,winter,1
lemongrass,sandy,28.316256296713686,20.141961967613287,73.5435067396443,winter,1
giloy,clay,30.013868333758275,89.22222813062416,59.06395714959159,winter,0
ashwagandha,sandy,31.98945339085347,83.485687716172,232.77578594729874,monsoon,1
aloe_vera,clay,30.235525531513087,23.56878921499372,24.783533575447603,monsoon,1
ashwagandha,loamy,40.566199221223854,26.878646955162623,141.01796086244428,winter,0
turmeric,loamy,28.056239226215517,76.11436431426951,112.55511271836261,summer,0
aloe_vera,sandy,30.45481700337452,86.0606105855843,220.23073272329603,summer,0
giloy,loamy,32.959566674316406,62.584974708879784,222.53929175378795,monsoon,1
turmeric,clay,42.028590447807645,88.32244908915241,184.11910333351574,summer,0
tulsi,sandy,33.75217752018221,74.24503946851868,216.8464140083285,summer,0
lemongrass,sandy,14.015979967351804,36.9791837478231,99.52270563838252,summer,1
ashwagandha,clay,20.933383557626897,41.00042275546389,232.21671579205434,summer,0
bael,sandy,30.112809840066067,27.068683248405932,82.17045039662747,winter,1
brahmi,clay,23.549474487832242,67.91030479352008,231.61423666701728,monsoon,1
brahmi,loamy,10.523569359280485,31.445313782939998,155.4777959486164,winter,0
tulsi,clay,27.793122747855538,87.95770688403954,119.67756114986915,monsoon,0
turmeric,loamy,28.214269792230905,52.19613011037732,146.35477426006273,winter,0
turmeric,loamy,42.767830059911425,41.557018001775745,86.00069637778991,monsoon,1
turmeric,sandy,40.86858795362389,66.11804681104744,113.30078499333223,summer,0
ashwagandha,clay,15.13422977598746,28.073137277669176,99.79057612874493,winter,0
bael,sandy,43.441120094176775,64.84513913886363,53.782402016230506,monsoon,1
neem,loamy,14.132285765066197,36.23154928554433,129.69303137839876,monsoon,0
aloe_vera,clay,23.33077446956392,78.56411063284767,10.106783749726507,winter,1
ashwagandha,clay,21.241173396112725,84.01967533515344,35.59561197309926,monsoon,0
brahmi,sandy,29.393547426251637,23.110383331466338,221.65001883437444,winter,0
turmeric,clay,33.92751329676477,33.13694587481494,114.09027150419516,summer,0
turmeric,loamy,42.53276167802674,25.606010591330765,14.77069707531685,winter,0
neem,clay,42.64216843077288,63.48378302450485,234.5564653154053,summer,0
